05/05/2024 14:38:12, add, high, 223126, Racelink 223126 average speed of 5 second(s) is above 53 kph in areas [Pit Endurance], PITSPEED_ENDU, Generates alerts when racelink average speed of 5 second(s) is above 53 kph in areas [Pit Endurance], 6, [400]  Q-Team VDK Racing , , 
05/05/2024 15:27:57, resolve, low, 224012, Racelink 224012 average speed of 5 second(s) is no longer above 30 kph in areas [Pit Essence] Total violation time: 3955 seconds., ESSSPEED, Generates alerts when racelink average speed of 5 second(s) is above 30 kph in areas [Pit Essence], 7, [494]  Milo Iceman , , 
05/05/2024 15:28:22, add, high, 223264, Racelink 223264 average speed of 5 second(s) is above 53 kph in areas [Pit Inter], PITSPEED_INTER, Generates alerts when racelink average speed of 5 second(s) is above 53 kph in areas [Pit Inter], 20, [520]  Zosh - Trio Race Events , , 
05/05/2024 15:28:23, resolve, high, 223264, Racelink 223264  no longer in areas [Pit Inter] Total violation time: 3981 seconds., PITSPEED_INTER, Generates alerts when racelink average speed of 5 second(s) is above 53 kph in areas [Pit Inter], 20, [520]  Zosh - Trio Race Events , , 
05/05/2024 15:29:16, add, high, 222878, Racelink 222878 average speed of 5 second(s) is above 53 kph in areas [Pit Inter], PITSPEED_INTER, Generates alerts when racelink average speed of 5 second(s) is above 53 kph in areas [Pit Inter], 23, [161]  Orhes Motul Miti , , 
05/05/2024 15:29:16, resolve, high, 222878, Racelink 222878  no longer in areas [Pit Inter] Total violation time: 4034 seconds., PITSPEED_INTER, Generates alerts when racelink average speed of 5 second(s) is above 53 kph in areas [Pit Inter], 23, [161]  Orhes Motul Miti , , 
05/05/2024 15:31:51, add, high, 225476, Racelink 225476 average speed of 5 second(s) is above 53 kph in areas [Pit Inter], PITSPEED_INTER, Generates alerts when racelink average speed of 5 second(s) is above 53 kph in areas [Pit Inter], 23, [495]  Orthes systemic , , 
05/05/2024 15:31:51, resolve, high, 225476, Racelink 225476  no longer in areas [Pit Inter] Total violation time: 4189 seconds., PITSPEED_INTER, Generates alerts when racelink average speed of 5 second(s) is above 53 kph in areas [Pit Inter], 23, [495]  Orthes systemic , , 
05/05/2024 15:32:33, add, high, 222888, Racelink 222888 speed is above 53 kph in areas [Pit F1], PITSPEED_F1, Generates alerts when racelink speed is above 53 kph in areas [Pit F1], 3, [472]  Petrolheads , , 
05/05/2024 15:32:34, resolve, high, 222888, Racelink 222888  no longer in areas [Pit F1] Total violation time: 4232 seconds., PITSPEED_F1, Generates alerts when racelink speed is above 53 kph in areas [Pit F1], 3, [472]  Petrolheads , , 
05/05/2024 15:34:16, add, high, 222855, Racelink 222855 speed is above 53 kph in areas [Pit F1], PITSPEED_F1, Generates alerts when racelink speed is above 53 kph in areas [Pit F1], 4, [509]  Sans aucun doute , , 
05/05/2024 15:34:17, resolve, high, 222855, Racelink 222855 speed is no longer above 53 kph in areas [Pit F1] Total violation time: 40 seconds., PITSPEED_F1, Generates alerts when racelink speed is above 53 kph in areas [Pit F1], 4, [509]  Sans aucun doute , , 
05/05/2024 15:34:17, add, high, 222855, Racelink 222855 speed is above 53 kph in areas [Pit F1], PITSPEED_F1, Generates alerts when racelink speed is above 53 kph in areas [Pit F1], 4, [509]  Sans aucun doute , , 
05/05/2024 15:34:18, resolve, high, 222855, Racelink 222855 speed is no longer above 53 kph in areas [Pit F1] Total violation time: 41 seconds., PITSPEED_F1, Generates alerts when racelink speed is above 53 kph in areas [Pit F1], 4, [509]  Sans aucun doute , , 
05/05/2024 15:34:18, add, high, 225526, Racelink 225526 speed is above 53 kph in areas [Pit F1], PITSPEED_F1, Generates alerts when racelink speed is above 53 kph in areas [Pit F1], 4, [403]  Milo Racing , , 
05/05/2024 15:34:20, resolve, high, 225526, Racelink 225526 speed is no longer above 53 kph in areas [Pit F1] Total violation time: 44 seconds., PITSPEED_F1, Generates alerts when racelink speed is above 53 kph in areas [Pit F1], 4, [403]  Milo Racing , , 
05/05/2024 15:34:37, add, high, 222855, Racelink 222855 average speed of 5 second(s) is above 53 kph in areas [Pit Inter], PITSPEED_INTER, Generates alerts when racelink average speed of 5 second(s) is above 53 kph in areas [Pit Inter], 5, [509]  Sans aucun doute , , 
05/05/2024 15:34:40, update, high, 222855, Racelink 222855 average speed of 5 second(s) is above 53 kph in areas [Pit Inter], PITSPEED_INTER, Generates alerts when racelink average speed of 5 second(s) is above 53 kph in areas [Pit Inter], 6, [509]  Sans aucun doute , , 
05/05/2024 15:34:44, add, high, 225526, Racelink 225526 average speed of 5 second(s) is above 53 kph in areas [Pit Inter], PITSPEED_INTER, Generates alerts when racelink average speed of 5 second(s) is above 53 kph in areas [Pit Inter], 5, [403]  Milo Racing , , 
05/05/2024 15:34:45, resolve, high, 222855, Racelink 222855  no longer in areas [Pit Inter] Total violation time: 68 seconds., PITSPEED_INTER, Generates alerts when racelink average speed of 5 second(s) is above 53 kph in areas [Pit Inter], 6, [509]  Sans aucun doute , , 
05/05/2024 15:34:48, add, high, 222855, Racelink 222855 average speed of 5 second(s) is above 53 kph in areas [Pit Endurance], PITSPEED_ENDU, Generates alerts when racelink average speed of 5 second(s) is above 53 kph in areas [Pit Endurance], 6, [509]  Sans aucun doute , , 
05/05/2024 15:34:49, resolve, high, 222855, Racelink 222855  no longer in areas [Pit Endurance] Total violation time: 72 seconds., PITSPEED_ENDU, Generates alerts when racelink average speed of 5 second(s) is above 53 kph in areas [Pit Endurance], 6, [509]  Sans aucun doute , , 
05/05/2024 15:34:52, update, high, 225526, Racelink 225526 average speed of 5 second(s) is above 53 kph in areas [Pit Inter], PITSPEED_INTER, Generates alerts when racelink average speed of 5 second(s) is above 53 kph in areas [Pit Inter], 6, [403]  Milo Racing , , 
05/05/2024 15:34:58, resolve, high, 225526, Racelink 225526  no longer in areas [Pit Inter] Total violation time: 82 seconds., PITSPEED_INTER, Generates alerts when racelink average speed of 5 second(s) is above 53 kph in areas [Pit Inter], 6, [403]  Milo Racing , , 
05/05/2024 15:34:59, add, high, 225526, Racelink 225526 average speed of 5 second(s) is above 53 kph in areas [Pit Endurance], PITSPEED_ENDU, Generates alerts when racelink average speed of 5 second(s) is above 53 kph in areas [Pit Endurance], 6, [403]  Milo Racing , , 
05/05/2024 15:35:03, resolve, high, 225526, Racelink 225526  no longer in areas [Pit Endurance] Total violation time: 86 seconds., PITSPEED_ENDU, Generates alerts when racelink average speed of 5 second(s) is above 53 kph in areas [Pit Endurance], 6, [403]  Milo Racing , , 
05/05/2024 15:36:15, add, high, 222933, Racelink 222933 speed is above 53 kph in areas [Pit F1], PITSPEED_F1, Generates alerts when racelink speed is above 53 kph in areas [Pit F1], 4, [493]  Jusi Racing , , 
05/05/2024 15:36:15, resolve, high, 222933, Racelink 222933 speed is no longer above 53 kph in areas [Pit F1] Total violation time: 158 seconds., PITSPEED_F1, Generates alerts when racelink speed is above 53 kph in areas [Pit F1], 4, [493]  Jusi Racing , , 
05/05/2024 15:36:41, add, high, 222933, Racelink 222933 average speed of 5 second(s) is above 53 kph in areas [Pit Inter], PITSPEED_INTER, Generates alerts when racelink average speed of 5 second(s) is above 53 kph in areas [Pit Inter], 5, [493]  Jusi Racing , , 
05/05/2024 15:36:47, update, high, 222933, Racelink 222933 average speed of 5 second(s) is above 53 kph in areas [Pit Inter], PITSPEED_INTER, Generates alerts when racelink average speed of 5 second(s) is above 53 kph in areas [Pit Inter], 6, [493]  Jusi Racing , , 
05/05/2024 15:36:49, resolve, high, 222933, Racelink 222933 average speed of 5 second(s) is no longer above 53 kph in areas [Pit Inter] Total violation time: 192 seconds., PITSPEED_INTER, Generates alerts when racelink average speed of 5 second(s) is above 53 kph in areas [Pit Inter], 6, [493]  Jusi Racing , , 
05/05/2024 15:36:54, add, high, 222946, Racelink 222946 speed is above 53 kph in areas [Pit F1], PITSPEED_F1, Generates alerts when racelink speed is above 53 kph in areas [Pit F1], 4, [315]  Fun 4 Racers By Comtoyou , , 
05/05/2024 15:36:55, resolve, high, 222946, Racelink 222946 speed is no longer above 53 kph in areas [Pit F1] Total violation time: 198 seconds., PITSPEED_F1, Generates alerts when racelink speed is above 53 kph in areas [Pit F1], 4, [315]  Fun 4 Racers By Comtoyou , , 
05/05/2024 15:36:55, add, high, 222933, Racelink 222933 average speed of 5 second(s) is above 53 kph in areas [Pit Endurance], PITSPEED_ENDU, Generates alerts when racelink average speed of 5 second(s) is above 53 kph in areas [Pit Endurance], 6, [493]  Jusi Racing , , 
05/05/2024 15:36:55, add, high, 222855, Racelink 222855 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 15, [509]  Sans aucun doute , , 
05/05/2024 15:36:55, add, high, 222909, Racelink 222909 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 19, [260]  Mc Donalds Racing by Comtoyou , , 
05/05/2024 15:36:55, add, high, 223282, Racelink 223282 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 22, [482]  No Limit Racing , , 
05/05/2024 15:36:55, add, high, 223134, Racelink 223134 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 9, [24]  Heinz Permormance , , 
05/05/2024 15:36:55, add, high, 222927, Racelink 222927 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 13, [255]  DZ Racing By Acome , , 
05/05/2024 15:36:55, add, high, 222942, Racelink 222942 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 19, [442]  Orhes - Systemic , , 
05/05/2024 15:36:55, add, high, 222977, Racelink 222977 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 9, [18]  DPW Racing , , 
05/05/2024 15:36:55, add, high, 222913, Racelink 222913 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 19, [406]  _8KSW Racing , , 
05/05/2024 15:36:55, add, high, 213076, Racelink 213076 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 15, [483]  ORHES ARTHRITIS , , 
05/05/2024 15:36:55, add, high, 222853, Racelink 222853 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 14, [258]  Currus Racing , , 
05/05/2024 15:36:55, add, high, 222941, Racelink 222941 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 20, [285]  _8KSW Racing , , 
05/05/2024 15:36:55, add, high, 222969, Racelink 222969 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 19, [449]  Milo TAP , , 
05/05/2024 15:36:55, add, high, 222871, Racelink 222871 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 6, [288]  Orhes - Athesi , , 
05/05/2024 15:36:55, add, high, 223221, Racelink 223221 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 19, [471]  Autosphere , , 
05/05/2024 15:36:55, add, high, 223230, Racelink 223230 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 8, [526]  GDL SPAIN , , 
05/05/2024 15:36:55, add, high, 223266, Racelink 223266 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 22, [181]  DEFI 181 , , 
05/05/2024 15:36:55, add, high, 223126, Racelink 223126 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 15, [400]  Q-Team VDK Racing , , 
05/05/2024 15:36:55, add, high, 222901, Racelink 222901 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 14, [428]  BR Team , , 
05/05/2024 15:36:55, add, high, 225526, Racelink 225526 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 13, [403]  Milo Racing , , 
05/05/2024 15:36:55, add, high, 225476, Racelink 225476 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 14, [495]  Orthes systemic , , 
05/05/2024 15:36:55, add, high, 223278, Racelink 223278 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 11, [2]  FAMILIA GRUAU Spain , , 
05/05/2024 15:36:55, add, high, 224012, Racelink 224012 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 8, [494]  Milo Iceman , , 
05/05/2024 15:36:55, add, high, 222905, Racelink 222905 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 14, [432]  BR team 2 , , 
05/05/2024 15:36:55, add, high, 222915, Racelink 222915 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 19, [149]  Currus Racing , , 
05/05/2024 15:36:55, add, high, 223250, Racelink 223250 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 22, [484]  Tecpro by M3M , , 
05/05/2024 15:36:55, add, high, 213185, Racelink 213185 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 14, [888]  SP Consulting by SRS , , 
05/05/2024 15:36:55, add, high, 213221, Racelink 213221 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 15, [414]  Schumacher by AC Motorsport , , 
05/05/2024 15:36:55, add, high, 222953, Racelink 222953 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 7, [423]  Orhes - Motul - Miti , , 
05/05/2024 15:36:55, add, high, 222851, Racelink 222851 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 8, [538]  Trajectus , , 
05/05/2024 15:36:55, add, high, 223276, Racelink 223276 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 21, [525]  Team Viking Ursus Capital Racing , , 
05/05/2024 15:36:55, add, high, 223210, Racelink 223210 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 14, [172]  LADC 172 , , 
05/05/2024 15:36:55, add, high, 222920, Racelink 222920 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 21, [421]  VMax , , 
05/05/2024 15:36:55, add, high, 222963, Racelink 222963 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 14, [446]  Milo Compact Machinery , , 
05/05/2024 15:36:55, add, high, 222899, Racelink 222899 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 8, [488]  Ben Watches Milo , , 
05/05/2024 15:36:55, add, high, 222968, Racelink 222968 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 21, [508]  Adelcom - Astonjet By SKR , , 
05/05/2024 15:36:55, add, high, 222917, Racelink 222917 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 6, [380]  Fun 4U by Acome , , 
05/05/2024 15:36:55, add, high, 223281, Racelink 223281 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 9, [427]  SPEBOFF , , 
05/05/2024 15:36:55, add, high, 224019, Racelink 224019 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 7, [135]  Eagle Driver , , 
05/05/2024 15:36:55, add, high, 222931, Racelink 222931 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 8, [514]  Mazuin Sport , , 
05/05/2024 15:36:55, add, high, 222856, Racelink 222856 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 9, [440]  No Limit Racing , , 
05/05/2024 15:36:55, add, high, 223243, Racelink 223243 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 8, [532]  GDL ITALY , , 
05/05/2024 15:36:55, add, high, 224001, Racelink 224001 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 13, [474]  Defi O Savoyard , , 
05/05/2024 15:36:55, update, high, 225526, Racelink 225526 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 14, [403]  Milo Racing , , 
05/05/2024 15:36:55, resolve, high, 222920, Racelink 222920 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 198 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 21, [421]  VMax , , 
05/05/2024 15:36:55, resolve, high, 222941, Racelink 222941 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 198 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 20, [285]  _8KSW Racing , , 
05/05/2024 15:36:55, resolve, high, 223221, Racelink 223221 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 198 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 19, [471]  Autosphere , , 
05/05/2024 15:36:55, resolve, high, 222969, Racelink 222969 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 198 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 19, [449]  Milo TAP , , 
05/05/2024 15:36:55, resolve, high, 223250, Racelink 223250 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 198 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 22, [484]  Tecpro by M3M , , 
05/05/2024 15:36:55, resolve, high, 222871, Racelink 222871 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 199 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 6, [288]  Orhes - Athesi , , 
05/05/2024 15:36:55, resolve, high, 223243, Racelink 223243 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 199 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 8, [532]  GDL ITALY , , 
05/05/2024 15:36:55, resolve, high, 223278, Racelink 223278 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 199 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 11, [2]  FAMILIA GRUAU Spain , , 
05/05/2024 15:36:56, resolve, high, 222968, Racelink 222968 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 199 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 21, [508]  Adelcom - Astonjet By SKR , , 
05/05/2024 15:36:56, resolve, high, 222963, Racelink 222963 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 199 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 14, [446]  Milo Compact Machinery , , 
05/05/2024 15:36:56, resolve, high, 223282, Racelink 223282 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 199 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 22, [482]  No Limit Racing , , 
05/05/2024 15:36:56, resolve, high, 213221, Racelink 213221 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 199 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 15, [414]  Schumacher by AC Motorsport , , 
05/05/2024 15:36:56, resolve, high, 224001, Racelink 224001 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 199 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 13, [474]  Defi O Savoyard , , 
05/05/2024 15:36:56, resolve, high, 225476, Racelink 225476 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 199 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 14, [495]  Orthes systemic , , 
05/05/2024 15:36:56, resolve, high, 213185, Racelink 213185 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 199 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 14, [888]  SP Consulting by SRS , , 
05/05/2024 15:36:56, resolve, high, 222905, Racelink 222905 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 199 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 14, [432]  BR team 2 , , 
05/05/2024 15:36:56, add, high, 224001, Racelink 224001 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 13, [474]  Defi O Savoyard , , 
05/05/2024 15:36:56, resolve, high, 222909, Racelink 222909 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 199 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 19, [260]  Mc Donalds Racing by Comtoyou , , 
05/05/2024 15:36:56, resolve, high, 222913, Racelink 222913 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 199 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 19, [406]  _8KSW Racing , , 
05/05/2024 15:36:56, resolve, high, 223276, Racelink 223276 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 199 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 21, [525]  Team Viking Ursus Capital Racing , , 
05/05/2024 15:36:56, resolve, high, 222942, Racelink 222942 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 199 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 19, [442]  Orhes - Systemic , , 
05/05/2024 15:36:56, resolve, high, 222915, Racelink 222915 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 200 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 19, [149]  Currus Racing , , 
05/05/2024 15:36:57, resolve, high, 223210, Racelink 223210 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 200 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 14, [172]  LADC 172 , , 
